Symbol,Name,Market Cap,Country,IPO Year,Volume,Sector,Industry
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,0,United States,2012,45811,,
DBRG^H,DigitalBridge Group Inc. 7.125% Series H ,,United States,,6788,,
DBRG^I,DigitalBridge Group Inc. 7.15% Series I ,,United States,,29096,,
DBRG^J,DigitalBridge Group Inc. 7.125% Series J ,,United States,,2454,,
DECA,Denali Capital Acquisition Corp. Class A Ordinary Shares,0,United States,2022,30895,Finance,Blank Checks
DECAU,Denali Capital Acquisition Corp. Unit,0,United States,2022,600,Finance,Blank Checks
DECAW,Denali Capital Acquisition Corp. Warrant,0,United States,2022,225821,Finance,Blank Checks
DFLI,Dragonfly Energy Holdings Corp. Common Stock (NV),30734174,United States,2021,291247,Technology,Electronic Components
DFLIW,Dragonfly Energy Holdings Corp. Warrant,2387988,United States,2021,1625,Technology,Electronic Components
DGLY,Digital Ally Inc. Common Stock,6189662,United States,,11610,Technology,Radio And Television Broadcasting And Communications Equipment
DHAC,Digital Health Acquisition Corp. Common Stock,41409569,United States,2021,241,Health Care,Medical/Nursing Services
DHACW,Digital Health Acquisition Corp. Warrant,468155,United States,2021,1211,Health Care,Medical/Nursing Services
DHAI,DIH Holdings US Inc. Class A Common Stock,8428465,United States,2024,109491,,
DHAIW,DIH Holding US Inc. Warrants,217014,United States,2024,4200,Finance,Blank Checks
DHCA,DHC Acquisition Corp. Class A ordinary share,0,United States,2021,3401,Finance,Blank Checks
DHCAU,DHC Acquisition Corp. Unit,0,United States,2021,1645,Finance,Blank Checks
DHCAW,DHC Acquisition Corp. Warrant,0,United States,2021,13316,Finance,Blank Checks
DHF,BNY Mellon High Yield Strategies Fund Common Stock,0,United States,1998,210162,Finance,Finance Companies
DHY,Credit Suisse High Yield Bond Fund Common Stock,0,United States,1998,640525,Finance,Finance/Investors Services
DLA,Delta Apparel Inc. Common Stock,24467491,United States,2000,12165,Consumer Staples,Apparel
DLPN,Dolphin Entertainment Inc. Common Stock,24218694,United States,,149164,Consumer Discretionary,Other Consumer Services
DLR^J,Digital Realty Trust Inc. 5.250% Series J Cumulative Redeemable Preferred Stock,,United States,,18283,,
DLR^K,Digital Realty Trust Inc. 5.850% Series K Cumulative Redeemable Preferred Stock par value $0.01 per share,,United States,,6007,,
DLR^L,Digital Realty Trust Inc. 5.200% Series L Cumulative Redeemable Preferred Stock,,United States,,11391,,
DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock,0,United States,2010,38605,Finance,Trusts Except Educational Religious and Charitable
DMTK,DermTech Inc. Common Stock,29571883,United States,2017,371149,Health Care,Medical Specialities
DNP,DNP Select Income Fund Inc. Common Stock,0,United States,1987,684587,Finance,Investment Managers
DOMH,Dominari Holdings Inc. Common Stock,10423358,United States,,12209,Health Care,Biotechnology: Pharmaceutical Preparations
DPCS,DP Cap Acquisition Corp I Class A Ordinary Shares,0,United States,2021,1326,Finance,Blank Checks
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,0,United States,2011,184002,Finance,Trusts Except Educational Religious and Charitable
DRH^A,Diamondrock Hospitality Company 8.250% Series A Cumulative Redeemable Preferred Stock,,United States,,2148,,
DRMA,Dermata Therapeutics Inc. Common Stock,1375111,United States,2021,28844,Health Care,Biotechnology: Pharmaceutical Preparations
DRMAW,Dermata Therapeutics Inc. Warrant,33485,United States,2021,4145,Health Care,Biotechnology: Pharmaceutical Preparations
DRRX,DURECT Corporation Common Stock,28934024,United States,2000,157315,Health Care,Biotechnology: Pharmaceutical Preparations
DSM,BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock,0,United States,1989,147887,Finance,Investment Managers
DSS,DSS Inc. Common Stock,12623783,United States,,4192,Consumer Discretionary,Containers/Packaging
DSU,Blackrock Debt Strategies Fund Inc. Common Stock,0,United States,1998,124689,Finance,Finance Companies
DTIL,Precision BioSciences Inc. Common Stock,49620964,United States,2019,178400,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DTST,Data Storage Corporation Common Stock,39237066,United States,,302702,Technology,EDP Services
DTSTW,Data Storage Corporation Warrant,3841391,United States,,12175,Technology,EDP Services
DUK^A,Duke Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.75% Series A Cumulative Redeemable Perpetual Preferred Stock,,United States,,52393,,
DUOT,Duos Technologies Group Inc. Common Stock,28191340,United States,,29838,Technology,Computer Software: Prepackaged Software
DWSN,Dawson Geophysical Company Common Stock,39439781,United States,,12624,Energy,Oil & Gas Production
DX^C,Dynex Capital Inc. 6.900% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,,9821,,
DXR,Daxor Corporation Common Stock,32478029,United States,,3364,Health Care,Medical/Dental Instruments
DXYN,Dixie Group Inc. (The) Common Stock,8550940,United States,,7675,Consumer Discretionary,Home Furnishings
DYAI,Dyadic International Inc. Common Stock,40623596,United States,,4788,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DYNT,Dynatronics Corporation Common Stock,2249798,United States,,22299,Health Care,Medical/Dental Instruments
DZSI,DZS Inc. Common Stock,42065700,United States,,122541,Utilities,Telecommunications Equipment
EAC,Edify Acquisition Corp. Class A Common Stock,0,United States,2021,3,Finance,Blank Checks
EACPW,Edify Acquisition Corp. Warrant,0,United States,2021,22070,Finance,Blank Checks
EAD,Allspring Income Opportunities Fund Common Shares,0,United States,2003,216409,Finance,Finance/Investors Services
EAST,Eastside Distilling Inc. Common Stock,1640051,United States,,4972,Consumer Staples,Beverages (Production/Distribution)
ECC^D,Eagle Point Credit Company Inc. 6.75% Series D Preferred Stock,,United States,,6599,,
ECDA,ECD Automotive Design Inc. Common Stock,5879818,United States,2022,24281,Consumer Discretionary,Auto Manufacturing
ECDAW,ECD Automotive Design Inc. Warrant ,165629,United States,2022,3,Consumer Discretionary,Auto Manufacturing
ECF,Ellsworth Growth and Income Fund Ltd.,0,United States,1986,50877,Finance,Finance/Investors Services
ECF^A,Ellsworth Growth and Income Fund Ltd. 5.25% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share),,United States,,2071,,
ECOR,electroCore Inc. Common Stock,39796045,United States,2018,9593,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDBL,Edible Garden AG Incorporated Common Stock,2263429,United States,2022,69120,Consumer Staples,Farming/Seeds/Milling
EDBLW,Edible Garden AG Incorporated Warrant,111260,United States,2022,14,Consumer Staples,Farming/Seeds/Milling
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,0,United States,2007,158402,Finance,Finance Companies
EDF,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,0,United States,2010,135716,Finance,Investment Managers
EDSA,Edesa Biotech Inc. Common Shares,13987462,United States,,27977,Health Care,Biotechnology: Pharmaceutical Preparations
EDUC,Educational Development Corporation Common Stock,14313717,United States,,6891,Consumer Discretionary,Consumer Specialties
EEA,The European Equity Fund Inc. Common Stock,0,United States,,10793,Finance,Trusts Except Educational Religious and Charitable
EEIQ,EpicQuest Education Group International Limited Common Stock,14876568,United States,2021,9406,Real Estate,Other Consumer Services
EFC^A,Ellington Financial Inc. 6.750% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,,5576,,
EFC^B,Ellington Financial Inc. 6.250% Series B Fixed-Rate Reset Cumulative Redeemable Preferred Stock,,United States,,3422,,
EFC^C,Ellington Financial Inc. 8.625% Series C Fixed-Rate Reset Cumulative Redeemable Preferred Stock,,United States,,4579,,
EFC^D,Ellington Financial Inc. 7.00% Series D Cumulative Perpetual Redeemable Preferred Stock,,United States,,1,,
EFC^E,Ellington Financial Inc. 8.250% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,,6787,,
EFOI,Energy Focus Inc. Common Stock,7610208,United States,,18047,Consumer Discretionary,Building Products
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,0,United States,2003,68349,Finance,Trusts Except Educational Religious and Charitable
EFTR,eFFECTOR Therapeutics Inc. Common Stock,46647720,United States,2021,264664,Health Care,Biotechnology: Pharmaceutical Preparations
EFTRW,eFFECTOR Therapeutics Inc. Warrant,542276,United States,2021,38005,Health Care,Biotechnology: Pharmaceutical Preparations
EGF,Blackrock Enhanced Government Fund Inc. Common Stock,0,United States,2005,11278,Finance,Trusts Except Educational Religious and Charitable
EGIO,Edgio Inc. Common Stock,47603996,United States,2007,81070,Consumer Discretionary,Business Services
EHI,Western Asset Global High Income Fund Inc Common Stock,0,United States,2003,15457,Finance,Investment Managers
EIGR,Eiger BioPharmaceuticals Inc. Common Stock,10282449,United States,2014,16309,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EIM,Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,0,United States,2002,2398261,Finance,Finance/Investors Services
EKSO,Ekso Bionics Holdings Inc. Common Stock,22491012,United States,,1114950,Industrials,Industrial Machinery/Components
ELAB,Elevai Labs Inc. Common Stock,12652352,United States,2023,158331,,
ELDN,Eledon Pharmaceuticals Inc. Common Stock,39684933,United States,2014,32717,Health Care,Biotechnology: Pharmaceutical Preparations
ELSE,Electro-Sensors Inc. Common Stock,13986326,United States,,768,Industrials,Industrial Machinery/Components
ELTX,Elicio Therapeutics Inc. Common Stock,34469135,United States,2021,7783,Health Care,Biotechnology: Pharmaceutical Preparations
EMCG,Embrace Change Acquisition Corp Ordinary Shares,0,United States,2022,51497,Finance,Blank Checks
EMCGR,Embrace Change Acquisition Corp Rights,0,United States,2022,450,Finance,Blank Checks
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,0,United States,,164526,Finance,Finance/Investors Services
EMF,Templeton Emerging Markets Fund Common Stock,0,United States,1987,25834,Finance,Finance/Investors Services
EMKR,EMCORE Corporation Common Stock,32644622,United States,1997,280925,Technology,Semiconductors
EMLD,FTAC Emerald Acquisition Corp. Class A Common Stock,0,United States,2022,68,Finance,Blank Checks
EMLDW,FTAC Emerald Acquisition Corp. Warrant,0,United States,2022,5,Finance,Blank Checks
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,0,United States,2011,14028,Finance,Investment Managers
ENG,ENGlobal Corporation Common Stock,9327260,United States,,14858,Consumer Discretionary,Military/Government/Technical
ENSC,Ensysce Biosciences Inc. Common Stock,2529445,United States,,371317,Health Care,Biotechnology: Pharmaceutical Preparations
ENSV,Enservco Corporation Common Stock,4931653,United States,,1377033,Energy,Oilfield Services/Equipment
ENVB,Enveric Biosciences Inc. Common Stock,3273054,United States,,657401,Health Care,Biotechnology: Pharmaceutical Preparations
ENX,Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,0,United States,2002,26645,Finance,Finance/Investors Services
EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,0,United States,2007,85617,Finance,Investment Managers
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,0,United States,2004,64666,Finance,Finance/Investors Services
EOSEW,Eos Energy Enterprises Inc. Warrant,30190313,United States,,11407,Miscellaneous,Industrial Machinery/Components
EP^C,El Paso Corporation Preferred Stock,,United States,,2231,,
EPR^C,EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares,,United States,,20171,,
EPR^E,EPR Properties Series E Cumulative Conv Pfd Shs Ser E,,United States,,999,,
EPR^G,EPR Properties 5.750% Series G Cumulative Redeemable Preferred Shares,,United States,,11726,,
EQC^D,Equity Commonwealth 6.50% Pfd Conv Shs Ser D,,United States,,10473,,
EQH^A,Equitable Holdings Inc. Depositary Shares,,United States,,19329,,
EQH^C,Equitable Holdings Inc. Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series C,,United States,,35012,,
EQS,Equus Total Return Inc. Common Stock,20006856,United States,,552,Finance,Finance/Investors Services
ERC,Allspring Multi-Sector Income Fund Common Stock,0,United States,2003,34192,Finance,Finance/Investors Services
ERNA,Eterna Therapeutics Inc. Common Stock,10118942,United States,,16419,Health Care,Biotechnology: Pharmaceutical Preparations
ESAC,ESGEN Acquisition Corporation Class A Ordinary Shares,0,United States,2021,875,Finance,Blank Checks
ESACU,ESGEN Acquisition Corporation Unit,0,United States,2021,10,Finance,Blank Checks
ESACW,ESGEN Acquisition Corporation Warrants,0,United States,2021,42238,Finance,Blank Checks
ESHA,ESH Acquisition Corp. Class A Common Stock,0,United States,2023,320689,Finance,Blank Checks
ESHAR,ESH Acquisition Corp. Right,0,United States,2023,39,Finance,Blank Checks
ESLA,Estrella Immunopharma Inc. Common Stock,36976979,United States,2021,15504,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ESLAW,Estrella Immunopharma Inc. Warrant,1464435,United States,2021,2,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ET^E,Energy Transfer L.P. 7.600% Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,,United States,,60449,,
ET^I,Energy Transfer L.P. Series I Fixed Rate Perpetual Preferred Units,,United States,,93318,,
ETAO,Etao International Co. Ltd. Ordinary Shares,16401581,United States,,55990,Finance,Blank Checks
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,0,United States,2004,94093,Finance,Investment Managers
ETI^,Entergy Texas Inc 5.375% Series A Preferred Stock Cumulative No Par Value,,United States,,814,,
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,0,United States,2007,140626,Finance,Finance Companies
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,0,United States,2006,162955,Finance,Finance Companies
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,0,United States,2005,15989,Finance,Investment Managers
EVM,Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,0,United States,2002,48313,Finance,Finance/Investors Services
EVOK,Evoke Pharma Inc. Common Stock,2269945,United States,2013,14222,Health Care,Biotechnology: Pharmaceutical Preparations
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,0,United States,2003,114467,Finance,Finance Companies
EVTV,Envirotech Vehicles Inc. Common Stock,41390681,United States,,9477,Consumer Discretionary,Auto Manufacturing
EVV,Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest,0,United States,2003,230342,Finance,Finance/Investors Services
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,0,United States,2007,416724,Finance,Finance Companies
EXPR,Express Inc. Common Stock,8354155,United States,2010,228943,Consumer Discretionary,Clothing/Shoe/Accessory Stores
EZFL,EzFill Holdings Inc. Common Stock,7559121,United States,2021,110432,Technology,EDP Services
F^B,Ford Motor Company 6.20% Notes due June 1 2059,,United States,,36433,,
F^C,Ford Motor Company 6% Notes due December 1 2059,,United States,,26034,,
F^D,Ford Motor Company 6.500% Notes due August 15 2062,,United States,,45769,,
FAM,First Trust/abrdn Global Opportunity Income Fund Common Shares of Beneficial Interest,0,United States,2006,23620,Finance,Finance/Investors Services
FAX,abrdn Asia-Pacific Income Fund Inc. Common Stock,0,United States,1986,719949,Finance,Investment Managers
FAZE,FaZe Holdings Inc. Common Stock,13872712,United States,2021,767792,Industrials,Industrial Machinery/Components
FAZEW,FaZe Holdings Inc. Warrant,1240019,United States,2021,5012,Industrials,Industrial Machinery/Components
FBIO,Fortress Biotech Inc. Common Stock,20300045,United States,,210234,Health Care,Biotechnology: Pharmaceutical Preparations
FBRT^E,Franklin BSP Realty Trust Inc. 7.50% Series E Cumulative Redeemable Preferred Stock,,United States,,13459,,
FBRX,Forte Biosciences Inc. Common Stock,25906930,United States,2017,11458,Health Care,Biotechnology: Pharmaceutical Preparations
FCO,abrdn Global Income Fund Inc. Common Stock,0,United States,1992,60297,Finance,Investment Managers
FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,0,United States,2004,146957,Finance,Finance Companies
FCUV,Focus Universal Inc. Common Stock,25215687,United States,,53760,Industrials,Industrial Machinery/Components
FEMY,Femasys Inc. Common Stock,46113697,United States,2021,1182449,Health Care,Medical/Dental Instruments
FEN,First Trust Energy Income and Growth Fund,0,United States,2004,44300,Finance,Finance/Investors Services
FEXD,Fintech Ecosystem Development Corp. Class A Common Stock,0,United States,2022,1800,Finance,Blank Checks
FEXDR,Fintech Ecosystem Development Corp. Right,0,United States,2022,200,Finance,Blank Checks
FEXDU,Fintech Ecosystem Development Corp. Units,0,United States,2021,9,Finance,Blank Checks
FEXDW,Fintech Ecosystem Development Corp. Warrant,0,United States,2022,15749,Finance,Blank Checks
FFA,First Trust Enhanced Equity Income Fund,0,United States,2004,18745,Finance,Investment Managers
FFC,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,0,United States,2003,196241,Finance,Trusts Except Educational Religious and Charitable
FFIE,Faraday Future Intelligent Electric Inc. Common Stock,752743,United States,2020,13458752,Consumer Discretionary,Auto Manufacturing
FFIEW,Faraday Future Intelligent Electric Inc. Warrant,60185,United States,2020,63426,Consumer Discretionary,Auto Manufacturing
FGB,First Trust Specialty Finance and Financial Opportunities Fund,0,United States,2007,68919,Finance,Finance/Investors Services
FGF,Fundamental Global Inc. Common Stock ,13937788,United States,2014,14993,Finance,Property-Casualty Insurers
FGI,FGI Industries Ltd. Ordinary Shares,14309850,United States,2022,12164,Industrials,Industrial Specialties
FGIWW,FGI Industries Ltd. Warrant,1447800,United States,2022,2948,Industrials,Industrial Specialties
FHLTW,Future Health ESG Corp. Warrant,0,United States,2021,23690,Health Care,Medical/Nursing Services
FHN^B,First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series B,,United States,,1307,,
FHN^C,First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series C,,United States,,1431,,
FHN^D,First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series D,,United States,,13763,,
FHN^E,First Horizon Corporation Depositary Shares each representing a 1/4000th interest in a share of Non-Cumulative Perpetual Preferred Stock Series E,,United States,,9787,,
FHN^F,First Horizon Corporation Depositary Shares each representing 1/4000th Interest in a Share of Non-Cumulative Perpetual Preferred Stock Series F,,United States,,13561,,
FIAC,Focus Impact Acquisition Corp. Class A Common Stock,0,United States,2021,56,Finance,Blank Checks
FIACW,Focus Impact Acquisition Corp. Warrant,0,United States,2021,100,Finance,Blank Checks
FIF,First Trust Energy Infrastructure Fund Common Shares of Beneficial Interest,0,United States,2011,66548,Finance,Finance/Investors Services
FKWL,Franklin Wireless Corp. Common Stock,33585198,United States,,25816,Utilities,Telecommunications Equipment
FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock,0,United States,2003,40341,Finance,Trusts Except Educational Religious and Charitable
FLFV,Feutune Light Acquisition Corporation Class A Common Stock,0,United States,2022,306,Finance,Blank Checks
FLFVR,Feutune Light Acquisition Corporation Right,0,United States,2022,2,Finance,Blank Checks
FLNT,Fluent Inc. Common Stock,45820486,United States,,89960,Consumer Discretionary,Advertising
FMY,First Trust Motgage Income Fund Common Shares of Beneficial Interest,0,United States,2005,15704,Finance,Finance/Investors Services
FNCH,Finch Therapeutics Group Inc. Common Stock,4014408,United States,2021,4794,Health Care,Biotechnology: Pharmaceutical Preparations
FORD,Forward Industries Inc. Common Stock,6539770,United States,,6630,,
FORL,Four Leaf Acquisition Corporation Class A Common Stock,0,United States,2023,161307,Finance,Blank Checks
FORLU,Four Leaf Acquisition Corporation Unit,0,United States,2023,105,Finance,Blank Checks
FORLW,Four Leaf Acquisition Corporation Warrants,0,United States,2023,400,Finance,Blank Checks
FPAY,FlexShopper Inc. Common Stock,25765320,United States,,32667,Consumer Discretionary,Diversified Commercial Services
FPF,First Trust Intermediate Duration Preferred & Income Fund Common Shares of Beneficial Interest,0,United States,2013,181780,Finance,Trusts Except Educational Religious and Charitable
FRBA,First Bank Common Stock,309959,United States,2013,15977,Finance,Major Banks
FREEW,Whole Earth Brands Inc. Warrant,2571055,United States,2019,2253,Consumer Staples,Specialty Foods
FRGT,Freight Technologies Inc. Ordinary Shares,3591087,United States,2017,153536,Consumer Discretionary,Professional Services
FRLAW,Fortune Rise Acquisition Corporation Warrant,0,United States,2021,3900,Finance,Finance: Consumer Services
FRT^C,Federal Realty Investment Trust Depositary Shares each representing a 1/1000th interest in a 5.000% Series C Cumulative Redeemable Preferred Share,,United States,,4327,,
FRZA,Forza X1 Inc. Common Stock,8719953,United States,2022,62764,Industrials,Marine Transportation
FSEA,First Seacoast Bancorp Inc. Common Stock,44429140,United States,2019,23,Finance,Savings Institutions
FTAIM,FTAI Aviation Ltd. 9.500% Fixed-Rate Reset Series D Cumulative Perpetual Redeemable Preferred Shares,,United States,,1005,Industrials,Misc Corporate Leasing Services
FTEK,Fuel Tech Inc. Common Stock,35246945,United States,,26505,Industrials,Pollution Control Equipment
FTHM,Fathom Holdings Inc. Common Stock,47618406,United States,2020,24962,Finance,Real Estate
FTII,FutureTech II Acquisition Corp. Class A Common Stock,0,United States,2022,1690,Finance,Blank Checks
FTIIW,FutureTech II Acquisition Corp. Warrant,0,United States,2022,1001,Finance,Blank Checks
FUV,Arcimoto Inc. Common Stock,4630997,United States,2017,134491,Consumer Discretionary,Motor Vehicles
FWBI,First Wave BioPharma Inc. Common Stock,5271742,United States,2016,173259,Health Care,Biotechnology: Pharmaceutical Preparations
GAB^G,Gabelli Equity Trust Inc. (The) Series G Cumulative Preferred Stock,,United States,,8138,,
GAB^H,Gabelli Equity Trust Inc. (The) Pfd Ser H,,United States,,2331,,
GAB^K,Gabelli Equity Trust Inc. (The) 5.00% Series K Cumulative Preferred Stock,,United States,,3752,,
GAM^B,General American Investors Company Inc. Cumulative Preferred Stock,,United States,,7339,,
GAMC,Golden Arrow Merger Corp. Class A Common Stock,0,United States,2021,51,Finance,Blank Checks
GAMCU,Golden Arrow Merger Corp. Unit,0,United States,2021,7,Finance,Blank Checks
GAMCW,Golden Arrow Merger Corp. Warrant,0,United States,2021,5198,Finance,Blank Checks
GATE,Marblegate Acquisition Corp. Class A Common Stock,0,United States,2021,3,Finance,Blank Checks
GATEW,Marblegate Acquisition Corp. Warrant,0,United States,2021,4500,Finance,Blank Checks
GBBK,Global Blockchain Acquisition Corp. Common Stock,0,United States,2022,762,Finance,Blank Checks
GBBKR,Global Blockchain Acquisition Corp. Right,0,United States,2022,699,Finance,Blank Checks
GBBKW,Global Blockchain Acquisition Corp. Warrant,0,United States,2022,6032,Finance,Blank Checks
GBNY,Generations Bancorp NY Inc. Common Stock,23476835,United States,2021,1255,Finance,Major Banks
GBR,New Concept Energy Inc Common Stock,5208913,United States,1993,7948,Energy,Oil & Gas Production
GDL,GDL Fund The Common Shares of Beneficial Interest,0,United States,2007,9357,Finance,Investment Managers
GDL^C,The GDL Fund Series C Cumulative Puttable and Callable Preferred Shares,,United States,,200,,
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc.,0,United States,2009,35504,Finance,Finance Companies
GDST,Goldenstone Acquisition Limited Common Stock,0,United States,2022,4,Finance,Blank Checks
GDSTR,Goldenstone Acquisition Limited Rights,0,United States,2022,12,Finance,Blank Checks
GDSTW,Goldenstone Acquisition Limited Warrants,0,United States,2022,2000,Finance,Blank Checks
GDV^H,The Gabelli Dividend & Income Trust 5.375% Series H Cumulative Preferred Shares,,United States,,2496,,
GDV^K,The Gabelli Dividend & Income Trust 4.250% Series K Cumulative Preferred Shares,,United States,,1948,,
GECCM,Great Elm Capital Corp. 6.75% Notes Due 2025,0,United States,,251,Finance,Finance: Consumer Services
GECCZ,Great Elm Capital Corp. 8.75% Notes due 2028,0,United States,,6602,Finance,Finance Companies
GF,New Germany Fund Inc. (The) Common Stock,0,United States,1990,23978,Finance,Investment Managers
GGN,GAMCO Global Gold Natural Resources & Income Trust,0,United States,2005,371672,Finance,Finance/Investors Services
GGN^B,GAMCO Global Gold Natural Reources & Income Trust 5.00% Series B Cumulative 25.00 Liquidation Preference,,United States,,17015,,
GGT^E,Gabelli Multi-Media Trust Inc. (The) 5.125% Series E Cumulative Preferred Stock,,United States,,4093,,
GGT^G,Gabelli Multi-Media Trust Inc. (The) 5.125% Series G Cumulative Preferred Shares,,United States,,892,,
GHIX,Gores Holdings IX Inc. Class A Common Stock,0,United States,2022,109,Finance,Blank Checks
GHIXW,Gores Holdings IX Inc. Warrant,0,United States,2022,365,Finance,Blank Checks
GHSI,Guardion Health Sciences Inc. Common Stock,10138142,United States,2019,12910,Health Care,Biotechnology: Pharmaceutical Preparations
GHY,PGIM Global High Yield Fund Inc.,0,United States,2012,99232,Finance,Trusts Except Educational Religious and Charitable
GIPR,Generation Income Properties Inc. Common Stock,9011104,United States,,31262,Real Estate,Real Estate Investment Trusts
GIPRW,Generation Income Properties Inc Warrant,973147,United States,,3567,Real Estate,Real Estate Investment Trusts
GJH,Synthetic Fixed-Income Securities Inc 6.375% (STRATS) Cl A-1,0,United States,,17,Finance,Investment Bankers/Brokers/Service
GJO,Synthetic Fixed-Income Securities Inc. on behalf of STRATS(SM) Trust for Wal-Mart Stores Inc. Securities Series 2004-5,0,United States,,7,Finance,Investment Bankers/Brokers/Service
GJP,Synthetic Fixed-Income Securities Inc. on behalf of STRATS (SM) Trust for Dominion Resources Inc. Securities Series 2005-6 Floating Rate Structured Repackaged Asset-Backed Trust Securities (STRATS) Certificates,0,United States,,9,Finance,Investment Bankers/Brokers/Service
GJT,Synthetic Fixed-Income Securities Inc. Floating Rate Structured Repackaged Asset-Backed Trust Securities Certificates Series 2006-3,0,United States,,301,Finance,Investment Bankers/Brokers/Service
GL^D,Globe Life Inc. 4.25% Junior Subordinated Debentures due 2061,,United States,,5513,,
GLBZ,Glen Burnie Bancorp Common Stock,18413338,United States,,1515,Finance,Major Banks
GLLI,Globalink Investment Inc. Common Stock,0,United States,2021,3,Industrials,Consumer Electronics/Appliances
GLLIU,Globalink Investment Inc. Unit,0,United States,2021,399,Industrials,Consumer Electronics/Appliances
GLLIW,Globalink Investment Inc. Warrants,0,United States,2021,2522,Industrials,Consumer Electronics/Appliances
GLO,Clough Global Opportunities Fund Common Stock,0,United States,2006,189677,Finance,Finance/Investors Services
GLP^A,Global Partners LP 9.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,,United States,,1156,,
GLP^B,Global Partners LP 9.50% Series B Fixed Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,,United States,,6796,,
GLQ,Clough Global Equity Fund Clough Global Equity Fund Common Shares of Beneficial Interest,0,United States,2005,56308,Finance,Finance/Investors Services
GLST,Global Star Acquisition Inc. Class A Common Stock,0,United States,2022,100,Industrials,Consumer Electronics/Appliances
GLSTR,Global Star Acquisition Inc. Right,0,United States,2022,20,,
GLSTW,Global Star Acquisition Inc. Warrants,0,United States,2022,75,Industrials,Consumer Electronics/Appliances
GLU^B,The Gabelli Global Utility and Income Trust Series B Cumulative Puttable and Callable Preferred Shares,,United States,,50,,
GMFI,Aetherium Acquisition Corp. Class A Common Stock,0,United States,2022,7796,Finance,Blank Checks
GMFIU,Aetherium Acquisition Corp. Unit,0,United States,2021,16,Finance,Blank Checks
GMFIW,Aetherium Acquisition Corp. Warrant,0,United States,2022,10450,Finance,Blank Checks
GMRE^A,Global Medical REIT Inc. Series A Cumulative Redeemable Preferred Stock,,United States,,12694,,
GNL^A,Global Net Lease Inc. 7.25% Series A Cumulative Redeemable Preferred Stock $0.01 par value per share,,United States,,7243,,
GNL^B,Global Net Lease Inc. 6.875% Series B Cumulative Redeemable Perpetual Preferred Stock,,United States,,6964,,
