Ticker,Financial_currentPrice,Financial_totalCash,Financial_totalCashPerShare,Financial_ebitda,Financial_totalDebt,Financial_quickRatio,Financial_currentRatio,Financial_totalRevenue,Financial_debtToEquity,Financial_revenuePerShare,Financial_returnOnAssets,Financial_returnOnEquity,Financial_freeCashflow,Financial_ebitdaMargins,Financial_profitMargins,KeyStats_enterpriseValue,KeyStats_sharesOutstanding,KeyStats_heldPercentInsiders,KeyStats_priceToBook,KeyStats_enterpriseToEbitda,SharePurchase_period,SharePurchase_buyInfoCount,SharePurchase_buyInfoShares,SharePurchase_buyPercentInsiderShares,SharePurchase_sellInfoCount,SharePurchase_sellInfoShares,SharePurchase_sellPercentInsiderShares,SharePurchase_netInfoCount,SharePurchase_netInfoShares,SharePurchase_netPercentInsiderShares,SharePurchase_totalInsiderShares
RENE,11.07,26981,0.001,,3358426,0.124,0.369,,,,,,,0.0,0.0,321593952,28750000,0.26595,,,6m,0,0,,0,,,0,0,,7646062
RENEW,0.1551,26981,0.001,,3358426,0.124,0.369,,,,,,,0.0,0.0,,,,38.774998,,6m,0,0,,0,,,0,0,,0
RENT,0.3657,105900000,1.506,-19000000,351000000,1.617,1.852,297800000,,4.448,-0.13339,,-60250000,-0.0638,-0.38481998,270816640,67812000,0.16328,,-14.254,6m,4,256623,0.021,35,941312,0.077,39,-684689,-0.055999998,11482124
REVB,3.19,13994537,66.669,-7524052,0,2.592,2.62,,,,-0.45324,0.15844,-3353955,0.0,0.0,-13324924,396405,0.01334,0.075932495,1.771,6m,4,154500,0.271,6,722048,1.266,10,-567548,-0.995,2800
REVBW,0.0258,13994537,66.669,-7524052,0,2.592,2.62,,,,-0.45324,0.15844,-3353955,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
REXR^B
REXR^C
RF^B
RF^C
RF^E
RFIL,3.2,4897000,0.473,-464000,34743000,1.213,2.881,72168000,87.377,7.018,-0.021070002,-0.07541,2166375,-0.00643,-0.04265,62944312,10343200,0.21761,0.8324662,-135.656,6m,0,0,,0,,,0,0,,2250788
RFL,1.71,13197000,0.558,-12303500,0,14.827,19.884,277000,,0.012,-0.077870004,-0.07452,,0.0,0.0,23542346,23719500,0.19226,0.41175056,-1.913,6m,0,0,,0,,,0,0,,4545920
RGF,1.04,78000,0.004,-33310000,143608000,0.514,1.556,156379008,,21.335,-0.17953,,-24410124,-0.21301001,-0.09709,91497048,19507700,0.01843,0.4164998,-2.747,6m,9,588772,0.90300006,7,881352,1.352,16,-292580,-0.449,359527
RGLS,1.48,30782000,1.522,-29557000,4064000,3.732,4.253,,14.381,,-0.41365,-0.84709,-17511876,0.0,0.0,3216554,20222700,0.033350002,1.0594131,-0.109,6m,3,52500,0.081,3,25516,0.039,6,26984,0.042,674426
RGS,8.81,7153000,3.138,22838000,525040992,0.167,0.308,215912992,,92.776,0.01912,,3348750,0.10577,-0.019709999,537969984,2279450,0.12416001,,23.556,6m,122,3883125,0.0,8,72936,0.0,130,3810189,-1.08,283016
RGTIW
RITM^A
RITM^B
RITM^C
RITM^D
RJF^B
RKDA,2.6,15700000,14.14,-16286000,1271000,4.119,5.15,7442000,8.254,6.988,-0.35811,-0.91574997,-5666375,-2.18839,-2.06557,-11680124,1110340,0.031889997,0.18582046,0.717,6m,0,0,,0,,,0,0,,35408
RLJ^A
RMCF,4.02,2082128,0.33,-4133051,2870556,0.775,1.424,28838970,23.373,4.592,-0.1347,-0.36453998,-1972830,-0.14331001,-0.14883,26175770,6315260,0.22798,2.0636551,-6.333,6m,33,594134,0.70199996,1,312,0.0,34,593822,0.70199996,1439752
RMCO,1.51,96230,0.014,,4710651,0.146,0.146,283841,61.228,0.039,,,,0.0,0.0,15019908,14270800,10.16347,,,6m,0,0,,0,,,0,0,,70036992
RMCOW,0.05,96230,0.014,,4710651,0.146,0.146,283841,61.228,0.039,,,,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
RMGC,10.0,310838,0.024,,850000,0.039,0.046,,,,-0.02224,,1915871,0.0,0.0,127646944,4135780,0.84693,,,6m,0,0,,0,,,0,0,,10765140
RMGCW,0.0601,310838,0.024,,850000,0.039,0.046,,,,-0.02224,,1915871,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
RMTI,1.48,11730000,0.412,-7041000,14877000,0.985,1.316,80832000,69.137,2.837,-0.094680004,-0.49339,-1684625,-0.087110005,-0.11492,45311700,28489700,0.027479999,1.9602649,-6.435,6m,0,0,,0,,,0,0,,782895
RNAZ,0.68712,7452934,14.833,-20765608,594694,1.331,1.674,,13.394,,-1.17377,-3.0893202,-9583619,0.0,0.0,-6513003,1056370,0.01353,0.041350424,0.314,6m,0,0,,0,,,0,0,,6798
RNXT,1.74,3226000,0.302,-11784500,0,2.01,2.193,,,,-1.15406,-2.247,-5001125,0.0,0.0,15380829,16827000,0.18569,1739.9999,-1.305,6m,0,0,,0,,,0,0,,1985690
ROCL,10.79,112941,0.019,,250000,0.053,12.711,,,,-0.012209999,,91517184,0.0,0.0,63226320,6211500,0.53334,,,6m,0,0,,0,,,0,0,,3118445
ROCLU,10.77,112941,0.019,,250000,0.053,12.711,,,,-0.012209999,,91517184,0.0,0.0,63109380,,0.0,,,6m,0,0,,0,,,0,0,,0
ROCLW,0.0889,112941,0.019,,250000,0.053,12.711,,,,-0.012209999,,91517184,0.0,0.0,,,,8.89,,6m,0,0,,0,,,0,0,,0
RPID,0.99,92053000,2.134,-53881668,7346000,5.14,6.342,22519000,6.226,0.523,-0.21162,-0.3719,,-2.39272,-2.3299,-41997804,37187900,0.12425999,0.36197442,0.779,6m,0,0,,0,,,0,0,,5360651
RR,1.57,7535000,0.117,-766750,391000,12.743,13.727,8919000,3.446,0.142,-0.05929,-0.26067,-1738375,-0.08597,-0.21135001,93821776,20888400,0.1612,,-122.363,6m,0,0,,0,,,0,0,,10366677
RSLS,0.154,1449000,0.11,-17314000,285000,0.806,1.656,9806000,9.244,4.399,-0.6193,-2.17747,-11315375,-1.76565,-2.66755,858863,23457000,0.11164,0.1724524,-0.05,6m,0,0,,0,,,0,0,,1466444
RVMDW,0.132,1852955008,11.251,-482175008,87944000,12.89,13.064,11580000,4.816,0.102,-0.21192,-0.34750998,-171140992,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
RVP,1.27,44906964,1.5,-9091205,1609587,5.855,8.4,41986148,1.619,1.374,-0.05409,-0.10767,13475606,-0.21653,-0.26722,-5044739,29937200,0.59479,0.38333836,0.555,6m,0,0,,0,,,0,0,,17806322
RVPHW,0.81,4972298,0.22,,222500,0.382,0.413,,,,-1.58392,-6.36055,-10570032,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
RVYL,4.25,15845000,2.942,-10973891,65703000,0.34,1.098,54723112,,10.684,-0.05218,-4.6889,19639054,-0.20053,-0.71476996,79413096,5549850,0.39613,,-7.237,6m,127,22322260,0.0,12,7505562,0.0,139,14816698,-1.168,2133612
RWOD,10.45,146334,0.017,,1140000,0.088,0.122,,,,-0.008669999,,769594,0.0,0.0,92970912,8801650,0.37379003,,,6m,0,0,,0,,,0,0,,3289969
RWODR,0.1788,146334,0.017,,1140000,0.088,0.122,,,,-0.008669999,,769594,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
RWODW,0.09,146334,0.017,,1140000,0.088,0.122,,,,-0.008669999,,769594,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
RWT^A
SABA,3.78,99607,0.001,,0,0.577,2.431,24315360,,0.237,0.02238,-0.076859996,,0.0,-1.6458,388281664,56510500,0.0018099999,,,6m,0,0,,0,,,0,0,,185970
SABS,4.99,2425480,0.464,-23432090,4652353,0.263,0.34,4094852,30.496,0.826,-0.41842,-1.1862301,-5687707,0.0,0.0,28334134,9225000,0.19025,1.7112483,-1.209,6m,25,40363124,0.0,1,278,0.0,26,40362846,-1.025,995372
SABSW,0.035,2425480,0.464,-23432090,4652353,0.263,0.34,4094852,30.496,0.826,-0.41842,-1.1862301,-5687707,0.0,0.0,,,,0.012002744,,6m,0,0,,0,,,0,0,,0
SACH^A
SAGA,10.88,19,0.0,,1289781,0.0,0.038,,,,,,,0.0,0.0,569457920,46066800,0.96558,,,6m,0,0,,0,,,0,0,,50423876
SAGAR,0.035,19,0.0,,1289781,0.0,0.038,,,,,,,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
SANW,0.4651,1114370,0.026,-11628749,55905080,0.283,1.035,68014896,89.728,1.583,-0.0713,0.22836,-7671594,-0.17097001,0.18359,80489768,43315000,0.05865,0.35476735,-6.922,6m,0,0,,0,,,0,0,,2540423
SASI,2.8499,556087,0.713,-5382486,0,0.712,1.654,522867,,0.969,-0.65414,-1.33632,-2259142,0.0,0.0,2565606,936430,0.0061000003,0.94056106,-0.477,6m,34,2028407,0.0,1,7874,0.0,35,2020533,-1.002,4760
SBI,7.9,,,,49813184,0.765,0.767,6512667,39.958,0.462,0.00984,0.02579,2013601,0.0,0.49607,,14082300,0.0,0.8924537,,6m,0,0,,0,,,0,0,,0
SCD,14.26,,,,61000000,0.01,0.01,7034804,23.881,0.41,0.00789,0.09887999,2344081,0.0,3.59801,,17137800,0.0,0.95679015,,6m,0,0,,0,,,0,0,,0
SCE^G
SCE^H
SCE^J
SCE^K
SCE^L
SCE^M
SCHW^D
SCHW^J
SCKT,1.04,3093555,0.422,-1978796,6391180,0.777,1.846,17806140,34.781,2.48,-0.062989995,-0.12168,-834796,-0.11113,-0.13008,10913671,7323120,0.25304002,0.41450775,-5.515,6m,20,100000,0.056999996,5,8459,0.005,25,91541,0.051999997,1853042
SCPX,0.31,6210496,0.238,-47644540,13248344,0.281,0.987,8239714,39.61,0.318,-0.36099997,-0.93631,-25672082,0.0,0.0,12277321,,0.0733,,-0.258,6m,0,0,,0,,,0,0,,1911802
SCRM,10.66,999152,0.053,,0,0.046,0.053,,,,-0.00454,,18503096,0.0,0.0,198875840,75000000,0.0,,,6m,0,0,,0,,,0,0,,0
SCRMU,10.78,999152,0.053,,0,0.046,0.053,,,,-0.00454,,18503096,0.0,0.0,201125856,,0.0,,,6m,0,0,,0,,,0,0,,0
SCRMW,0.4511,999152,0.053,,0,0.046,0.053,,,,-0.00454,,18503096,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
SDIG,4.3,4979299,0.625,-18407620,62068960,0.197,0.436,73771776,90.769,13.443,-0.15243,-1.5013499,17785760,-0.24952,-1.11062,91327816,11864500,0.112390004,0.4952776,-4.961,6m,17,779515,1.0669999,11,614874,0.84199995,28,164641,0.225,894889
SDOT,0.3486,2422000,0.052,-4156877,5609000,1.028,1.145,708481408,22.119,21.913,-0.0665,-0.38723,-15708135,-0.00587,-0.0121,22975584,46764300,0.37345,0.6236136,-5.527,6m,0,0,,0,,,0,0,,17404724
SEEL,1.04,2584000,0.48,,16907000,0.079,0.175,1550000,,0.382,-1.35752,,-12840625,0.0,0.0,19917494,13680600,0.019989999,,,6m,0,0,,0,,,0,0,,107532
SELF,4.23,6788361,0.609,4921492,17073840,3.643,4.173,12273054,35.656,1.112,0.0305,0.047280002,3172485,0.401,0.18591999,57420244,11143000,0.07048,0.9844077,11.667,6m,4,13188,0.017,1,15000,0.019,5,-1812,-0.002,785356
SEPA,10.45,518494,0.089,,729341,0.227,0.253,,,,-0.013459999,,316485,0.0,0.0,60973772,3719630,0.86309,,,6m,0,0,,0,,,0,0,,5018552
SEPAW,0.19,518494,0.089,,729341,0.227,0.253,,,,-0.013459999,,316485,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
SF^B
SF^C
SF^D
SGBX,0.263,712906,0.043,-15112212,11391902,0.094,0.453,18670472,177.526,1.289,-0.36067,-1.354,664725,-0.80942,-0.87925005,15911673,18302800,0.39337003,0.78507465,-1.053,6m,0,0,,0,,,0,0,,6457347
SGD,0.6859,33365,0.003,,6564887,0.005,0.063,,145.603,,-0.15707,-1.04178,-450021,0.0,0.0,13390522,10984900,0.74287003,,,6m,0,0,,0,,,0,0,,7428700
SGLY,2.315,3154436,0.914,-11417899,422450,0.751,1.503,3683754,7.754,1.91,-0.29292,-1.21198,-10262354,0.0,0.0,2851220,1751550,0.0011,0.516165,-0.25,6m,29,4150000,0.0,13,351000,0.0,42,3799000,-1.0009999,3796
SGMA,3.35,3250026,0.533,25256962,93509232,0.567,2.185,397846848,136.204,65.398,0.04303,0.10344,19550850,0.06348,-0.05664,110675072,6094290,0.24119,0.29738125,4.382,6m,0,0,,0,,,0,0,,1469881
SGRP,1.08,7960000,0.342,10712000,25267000,1.409,1.527,262291008,63.533,11.352,0.061979998,0.0537,-1796125,0.04084,-0.0028900001,57702236,23241000,0.60386,1.0256411,5.387,6m,3,788003,0.059,1,4557,0.0,4,783446,0.059,14034287
SHCRW,0.0236,128008000,0.363,-70254000,2493000,2.305,2.426,463236992,0.489,1.315,-0.11775,-0.21777001,-14444000,-0.15166001,-0.25554,,,,,,6m,0,0,,0,,,0,0,,0
SHFS,0.8761,8948644,0.192,,23915140,0.536,0.546,13849977,88.496,0.407,-0.6632,-1.96767,,0.0,0.0,55786904,54509100,0.53722,1.5105172,,6m,0,0,,0,,,0,0,,25030862
SHFSW,0.0611,8948644,0.192,,23915140,0.536,0.546,13849977,88.496,0.407,-0.6632,-1.96767,,0.0,0.0,,,,0.13761261,,6m,0,0,,0,,,0,0,,0
SHO^H
SHO^I
SHOTW,0.37,7463588,0.187,-13435987,2614101,1.751,1.915,4876737,38.963,0.188,-0.7358,-2.3498101,2864914,-2.75512,0.0,,,,2.0555556,,6m,0,0,,0,,,0,0,,0
SHPH,0.3909,6806589,0.425,-5344030,966666,8.414,8.632,,17.232,,-0.39909,-0.81388,-2738923,0.0,0.0,414134,16069300,0.45821998,1.1136751,-0.077,6m,0,0,,0,,,0,0,,7331118
SHPW,1.9599,17517000,2.675,-29581000,3333000,2.741,3.517,33715000,9.067,4.976,-0.29809,-0.72923,-22863624,-0.87738,-1.19641,-1350823,6547870,0.09766,0.34910938,0.046,6m,0,0,,0,,,0,0,,639465
SHPWW,0.0039,17517000,2.675,-29581000,3333000,2.741,3.517,33715000,9.067,4.976,-0.29809,-0.72923,-22863624,-0.87738,-1.19641,,,,0.00069469184,,6m,0,0,,0,,,0,0,,0
SIDU,4.69,1597331,1.818,-12028961,2606183,0.278,1.064,6949019,30.72,16.007,-0.52898,-1.85621,-12353103,-1.73103,-2.18019,5129856,2760340,0.0,0.44760454,-0.426,6m,0,0,,0,,,0,0,,0
SIF,3.07,3236000,0.525,-212000,42372000,0.678,0.994,86775000,135.603,14.599,-0.04104,-0.27284,-1626750,-0.00244,-0.10977,58047160,6104440,0.35797,0.6051646,-273.807,6m,0,0,,0,,,0,0,,2205090
SILO,1.55,8771086,2.895,,0,12.923,13.142,72102,,0.023,-0.24667999,-0.43849,-1850989,0.0,0.0,-4075354,2886000,0.05551,0.6262626,,6m,0,0,,0,,,0,0,,168167
SINT,0.1306,6219000,1.46,-11394000,1914000,1.715,2.094,2490000,17.906,0.902,-0.50466,-0.98447996,-6041125,0.0,0.0,-3748675,8720670,0.00087,0.051417325,0.329,6m,0,0,,0,,,0,0,,3705
SITC^A
SKGR,11.08,72694,0.003,,5240000,0.011,0.063,,,,,,,0.0,0.0,295463296,10056600,0.0,,,6m,0,0,,0,,,0,0,,0
SKGRU,11.9499,72694,0.003,,5240000,0.011,0.063,,,,,,,0.0,0.0,318254688,,0.0,,,6m,0,0,,0,,,0,0,,0
SKGRW,0.466,72694,0.003,,5240000,0.011,0.063,,,,,,,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
SLAM,10.92,3338,0.0,,10221000,0.002,0.422,,,,-0.00494,,-1819495,0.0,0.0,443852640,25335200,0.0,,,6m,0,0,,0,,,0,0,,0
SLAMU,10.9,3338,0.0,,10221000,0.002,0.422,,,,-0.00494,,-1819495,0.0,0.0,443058432,,0.0,,,6m,0,0,,0,,,0,0,,0
SLAMW,0.25,3338,0.0,,10221000,0.002,0.422,,,,-0.00494,,-1819495,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
SLDPW,0.195,176042000,0.972,-78658000,9553000,11.184,11.532,17410000,1.898,0.098,-0.10049,-0.123830006,-76036000,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
SLE,2.4,1140000,0.269,-18290000,0,0.88,1.016,22691000,,10.363,-0.45603,-1.58806,-6704500,-0.80605006,-1.46618,9023995,4235000,0.03824,0.60240966,-0.493,6m,57,1337640,0.152,19,9961205,1.1340001,76,-8623565,-0.982,161946
SLG^I
SLNH,4.07,5625000,3.494,-11419000,21387000,0.278,0.521,15131000,38.612,14.614,-0.16025999,-0.80736,-15394750,-0.75468004,0.0,48968836,2661080,0.21427,0.20566984,-4.288,6m,68,1326747,0.0,2,1785,0.0,70,1324962,-1.352,344929
SLNHP,3.2,5625000,3.494,-11419000,21387000,0.278,0.521,15131000,38.612,14.614,-0.16025999,-0.80736,-15394750,-0.75468004,0.0,47568320,,0.0,0.161706,-4.166,6m,0,0,,0,,,0,0,,0
SLRX,0.68,7580588,1.925,-18391508,459091,3.267,3.587,,7.546,,-0.81781,-1.5889701,-11752140,0.0,0.0,-4443362,3938430,0.07378,0.44012946,0.242,6m,0,0,,0,,,0,0,,290577
SLS,1.05,3969000,0.124,,644000,0.338,0.443,0,,0.0,-1.43522,-8.74002,-28823250,0.0,0.0,30340370,43487100,0.00735,,,6m,0,0,,0,,,0,0,,235657
SMFL,0.9204,8890,0.011,-13329396,15414726,0.03,0.183,11107574,1619.473,44.361,-0.33328,-13.93143,-36174,-1.20003,-1.8833001,16139091,796666,0.02794,0.61074984,-1.211,6m,9,885000,0.60400003,4,2327393,1.589,13,-1442393,-0.985,22258
SMSI,0.3951,7125000,0.095,-10660000,3263000,1.968,2.209,40862000,4.328,0.629,-0.11931,-0.32149,-4424625,-0.26088,-0.59703,25745176,74935904,0.11038,0.3919643,-2.415,6m,11,781002,0.103999995,4,33685,0.004,15,747317,0.099,8271425
SNAL,1.04,4948832,0.135,-15737817,16991460,0.386,0.669,47643732,11714.21,1.218,-0.17952,-5.9693203,-6581537,-0.33032,-0.28868,44660224,7901140,0.05094,6.7532463,-2.838,6m,0,0,,0,,,0,0,,1866936
SNAX,1.27,226475,0.113,-13410228,22923352,0.237,0.765,20231680,399.739,9.511,-0.26027,-1.40851,-3744699,-0.66283,-0.90133005,25231136,1995480,0.31564,0.43597662,-1.881,6m,0,0,,0,,,0,0,,629853
SNAXW,0.0076,226475,0.113,-13410228,22923352,0.237,0.765,20231680,399.739,9.511,-0.26027,-1.40851,-3744699,-0.66283,-0.90133005,,,,,,6m,0,0,,0,,,0,0,,0
SNCE,5.74,56407000,9.449,-59860000,581000,3.811,4.173,60261000,1.123,10.316,-0.28311002,-1.18519,-48078124,-0.99334997,-2.06852,-21559004,6028170,0.16891001,0.66068137,0.36,6m,0,0,,0,,,0,0,,1008369
SNES,0.8799,5395000,1.049,-7597000,406000,6.985,8.49,1193000,6.393,1.781,-0.68668,-1.3258799,-4836000,0.0,0.0,-462238,5144630,0.00037,0.7118932,0.061,6m,82,2114343,0.0,16,163411,0.0,98,1950932,-1.0009999,1903
SNGX,0.8196,10298534,0.992,-9129809,3178580,1.881,1.987,960615,75.301,0.163,-0.39016998,-3.07411,-7916153,0.0,0.0,1386049,10524400,0.00102,2.0137591,-0.152,6m,0,0,,0,,,0,0,,10585
SNOA,0.157,2406000,0.154,-4270000,385000,1.802,4.067,12310000,5.753,1.946,-0.19438,-0.82866997,-4575375,-0.34687,-0.41235,429366,15607400,0.015570001,0.3210634,-0.101,6m,0,0,,0,,,0,0,,243007
SNPX,0.1923,31727548,1.556,-12063650,0,17.454,17.792,,,,-0.25268,-0.02034,-3304282,0.0,0.0,-26118556,20390800,0.032390002,0.12593322,2.165,6m,0,0,,0,,,0,0,,660459
SNSE,0.9,72013000,2.881,-35701336,6771000,,,,9.537,,,-0.39104998,,0.0,0.0,-42745136,25071000,0.34645998,0.31690142,1.197,6m,0,0,,0,,,0,0,,8660293
SNTI,0.391,40082000,0.9,-69759000,37313000,5.804,7.812,2620000,44.99,0.059,-0.28322,-0.79050004,-88953248,0.0,0.0,14648168,44545200,0.23009,0.20965147,-0.21,6m,0,0,,0,,,0,0,,10249402
SNV^D
SNV^E
SOBR,0.5999,4124569,0.223,-10028699,2671339,4.027,4.578,144331,64.917,0.008,-0.69541,-1.78694,-2995929,0.0,0.0,9610595,18544600,0.23114,2.6662223,-0.958,6m,0,0,,0,,,0,0,,4283542
SOHO,1.41,19198624,1.015,39247056,319356448,0.855,1.559,172969712,632.541,9.269,0.03118,0.20212,,0.22690001,0.05618,427888736,19696800,0.14139,,10.902,6m,9,125015,0.049000002,1,1333,0.0,10,123682,0.049000002,2673239
SONDW,0.0101,166044992,16.516,-218436992,1779436032,0.532,0.708,573806016,,52.698,-0.093669996,,37752876,-0.38068,-0.44158,,,,,,6m,0,0,,0,,,0,0,,0
SONM,0.6788,9797000,0.227,3311000,157000,1.227,1.397,104320000,0.679,2.534,0.00489,0.0101,1218125,0.03174,0.00212,19594174,43067400,0.0842,1.2500921,5.918,6m,0,0,,0,,,0,0,,3626277
SONN,1.9,3021392,0.984,-14446249,186686,1.211,1.742,129176,7.257,0.068,-1.7580701,,-13563445,0.0,0.0,2997374,3069520,0.11737,2.267303,-0.207,6m,0,0,,0,,,0,0,,360269
SOPA,0.1843,8867036,0.275,-18165820,1476956,1.09,1.221,9140015,14.846,0.333,-0.40941003,-1.1913099,-7521503,-1.9875,-2.43388,-1866256,32859600,0.32641998,0.5420588,0.103,6m,0,0,,0,,,0,0,,10526388
SPE,12.31,,,,0,0.281,0.281,8464289,,0.743,0.01566,0.06396,6197197,0.0,1.61132,,11182100,0.0,0.91077244,,6m,0,0,,0,,,0,0,,0
SPE^C
SPEC,1.24,639092,0.042,-10776052,5607479,0.122,0.282,,,,,,,0.0,0.0,23996528,15344900,0.68275,,-2.227,6m,13,10828689,37.781998,2,638645,2.228,15,10190044,35.554,10476706
SPECW,0.0353,639092,0.042,-10776052,5607479,0.122,0.282,,,,,,,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
SPG^J
SPGC,0.6311,6768000,0.464,-3180000,42000,16.551,18.822,265000,0.556,0.023,-0.46307,-1.07522,-2858125,0.0,0.0,2485453,14595900,0.59094,1.2206963,-0.782,6m,0,0,,0,,,0,0,,8625283
SPKL,10.26,113646,0.007,,3750000,0.027,0.044,,,,,,,0.0,0.0,172126880,10000000,0.0,,,6m,0,0,,0,,,0,0,,0
SPKLU,11.18,113646,0.007,,3750000,0.027,0.044,,,,,,,0.0,0.0,187235184,,0.0,,,6m,0,0,,0,,,0,0,,0
SPKLW,0.17,113646,0.007,,3750000,0.027,0.044,,,,,,,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
SPLP,37.0,562148992,26.382,213644992,421928000,0.704,1.196,1861165056,45.127,85.055,0.028250001,0.21917,145719248,0.11479,0.09810001,697624896,20750400,0.44638002,0.89017206,3.265,6m,0,0,,0,,,0,0,,9511633
SPLP^A
SPXX,15.43,791,0.0,,259831,0.071,0.537,4870423,0.098,0.271,0.00465,-0.16058001,,0.0,0.0,277245408,17960000,0.0,1.0422155,,6m,0,0,,0,,,0,0,,0
SQFT,1.04,4078764,0.345,4411751,102512208,0.596,1.02,17627842,150.471,1.494,-0.00299,0.35481998,458413,0.25027,1.07486,118908472,13129900,0.23813,0.20569618,26.953,6m,0,0,,0,,,0,0,,2818912
SQFTW,0.065,4078764,0.345,4411751,102512208,0.596,1.02,17627842,150.471,1.494,-0.00299,0.35481998,458413,0.25027,1.07486,,,,0.012958533,,6m,0,0,,0,,,0,0,,0
SR^A
SRG^A
SRM,1.06,,,,,,,,,,,,,0.0,0.0,,9765500,,,,6m,0,0,,0,,,0,0,,0
SRV,39.13,,,,,,,,,,,,,0.0,0.0,,2184950,0.0,,,6m,1,1000,,0,,,1,1000,-1.0,0
SRZN,13.5143,43432000,21.308,-33575000,3959000,6.806,7.248,12500000,8.695,6.017,-0.30528998,-0.56744,-18914624,-2.686,-2.79232,-11926302,2038340,0.08849,0.6050186,0.355,6m,25,11090666,0.0,1,5382499,0.0,26,5708167,-1.033,180372
SRZNW,0.0477,43432000,21.308,-33575000,3959000,6.806,7.248,12500000,8.695,6.017,-0.30528998,-0.56744,-18914624,-2.686,-2.79232,,,,,,6m,0,0,,0,,,0,0,,0
SSKN,0.537,7131000,0.203,567000,15702000,0.992,1.64,35271000,96.968,1.012,-0.062589996,-0.37881002,-4285000,0.01608,-0.20402001,27392224,35048800,0.042659998,1.1573277,48.311,6m,1,20000,0.0139999995,1,1000,0.0,2,19000,0.012999999,1495183
SSY,0.7762,2055000,0.292,-3032000,663000,0.979,2.622,46925000,5.098,6.67,-0.13508001,-0.25561002,-5339250,-0.06461,-0.1408,4072916,7040600,0.26925,0.42024904,-1.343,6m,0,0,,0,,,0,0,,1895682
STAF,0.3494,681000,0.087,-4407000,42301000,0.555,0.593,258500992,495.676,74.314,-0.05369,-1.6245599,4871125,-0.01705,-0.090629995,44349548,7812100,0.19235,0.2292651,-10.063,6m,0,0,,0,,,0,0,,1502657
STEW,14.57,,,,223359056,0.869,0.894,36184364,13.672,0.373,0.00606,0.08826999,8276119,0.0,3.8777099,,97068496,0.46765,0.865716,,6m,0,0,,0,,,0,0,,45394072
STI,0.545,1951,,-3938908,0,0.742,1.004,4015,,,,,,0.0,0.0,,81858096,0.83138,,,6m,0,0,,0,,,0,0,,0
STIXW,0.0149,111434000,1.417,-177535008,119840000,4.156,4.558,223636992,43.344,2.844,-0.18163,-0.42591998,-42305876,-0.79385,-0.69305,,,,,,6m,0,0,,0,,,0,0,,0
STK,32.95,,,,,,,,,,,,,0.0,0.0,,16487800,2.0000001e-05,,,6m,0,0,,0,,,0,0,,0
STRCW,0.081,39086000,1.51,-78635000,12396000,4.934,5.329,6146000,30.304,0.24,-0.455,-1.24726,-30168250,0.0,0.0,,,,0.051233396,,6m,0,0,,0,,,0,0,,0
STRM,0.5044,15847000,0.384,-8064000,330000,0.55,0.608,23980000,1.068,0.428,-0.114350006,-0.72369003,-8733375,-0.33628,-0.81355006,5309025,59092600,0.28215,0.67433155,-0.658,6m,0,0,,0,,,0,0,,11649609
STRR,0.9481,25000000,1.58,567000,2239000,4.249,5.12,104281000,3.499,6.705,-0.01978,-0.04338,9326000,0.0054400004,0.24274,11231836,15826200,0.31177,0.33336848,19.809,6m,0,0,,0,,,0,0,,4934139
STSS,0.3858,5554417,0.364,-8997776,0,1.55,1.934,,,,-0.44908002,-0.74717003,-8100855,0.0,0.0,338468,15274500,0.13884,0.5559078,-0.038,6m,0,0,,0,,,0,0,,2120705
STSSW,0.11,5554417,0.364,-8997776,0,1.55,1.934,,,,-0.44908002,-0.74717003,-8100855,0.0,0.0,,,,0.18181817,,6m,0,0,,0,,,0,0,,0
STT^D
STT^G
SURGW,2.31,12731449,0.888,22513140,5521795,1.554,2.572,141050048,23.158,10.181,0.35154998,1.72423,3562440,0.15961,0.14634,,,,,,6m,0,0,,0,,,0,0,,0
SVII,10.95,1409321,0.046,,0,8.417,9.406,,,,-0.004,,,0.0,0.0,334390688,23000000,0.6767,,,6m,0,0,,0,,,0,0,,20752134
SVIIR,0.14,1409321,0.046,,0,8.417,9.406,,,,-0.004,,,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
SVIIU,11.06,1409321,0.046,,0,8.417,9.406,,,,-0.004,,,0.0,0.0,337764032,,0.0,,,6m,0,0,,0,,,0,0,,0
SVIIW,0.105,1409321,0.046,,0,8.417,9.406,,,,-0.004,,,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
